opposing ,ضدیت، دشمنی
imminent,قریب  الوقوع
about to happen,قریب  الوقوع
probable,قریب  الوقوع
impart,منتقل کردن، فاش کردن، اعطا کردن
convey,منتقل کردن، فاش کردن، اعطا کردن
reveal,منتقل کردن، فاش کردن، اعطا کردن
grant,منتقل کردن، فاش کردن، اعطا کردن
impartial,بی طرف و بدون تعصب
unbiased,بی طرف و بدون تعصب
impede,مانع بودن
bar,مانع بودن
Obstruct,مانع بودن
Block ,مانع بودن
hinder,مانع بودن
inhibit,مانع بودن
hampet,مانع بودن
prevent,مانع بودن
impedance,مانع
obstacle,مانع
barrier,مانع
obstruction,مانع
blockage,مانع
impediment,مانع
hindrance,مانع
inhibition,مانع
prevention,مانع
impetus,محرک
incentive,محرک
spur,محرک
motivation,محرک
impulse,محرک
stimulus,محرک
catalyst,محرک
impulsion,محرک
momentum,محرک
implement,اجرا کردن
carry out,اجرا کردن
apply,اجرا کردن
perform,اجرا کردن
execute,اجرا کردن
accomplish,اجرا کردن
implicate,دلالت کردن بر، اشاره داشتن به
indicate,دلالت کردن بر، اشاره داشتن به
imply,دلالت کردن بر، اشاره داشتن به
importance,اهمیت
significance,اهمیت
impotent,ناکارآمد، ناتوان، ضعیف
infirm,ناکارآمد، ناتوان، ضعیف
inefficient,ناکارآمد، ناتوان، ضعیف
ineffective,ناکارآمد، ناتوان، ضعیف
weak,ناکارآمد، ناتوان، ضعیف
unable,ناکارآمد، ناتوان، ضعیف
incapable,ناکارآمد، ناتوان، ضعیف
powerless,ناکارآمد، ناتوان، ضعیف
impovershed,کم و بی مایه
poor,کم و بی مایه
weekend,کم و بی مایه
impressive,تحت تاثیر قرار دادن
affection,تحت تاثیر قرار دادن
influence,تحت تاثیر قرار دادن
improbable,بعید
unlikely,بعید
impossible,بعید
improper,نامناسب
inappropriate,نامناسب
improvments,اصلاحات و پیشرفت ها
advances,اصلاحات و پیشرفت ها
impulsion,ضربان،  تحریک
impetus,ضربان،  تحریک
in contrast with,در مقایسه با
compared to,در مقایسه با
in light of,به واسطه
owing to,به واسطه
thank to,به واسطه
due to,به واسطه
by virtue of,به واسطه
in spite of,علی رغم
despite,علی رغم
inaccessibility,عدم دسترسی
unavailability,عدم دسترسی
inadequacy,عدم کفایت و کارآیی
inefficiency,عدم کفایت و کارآیی
incompetency,عدم کفایت و کارآیی
inattentive,بی دقتی و حواس پرتی
careless,بی دقتی و حواس پرتی
negigent,بی دقتی و حواس پرتی
thoughtless,بی دقتی و حواس پرتی
absent- mindedness,بی دقتی و حواس پرتی
inborn,ذاتی
natural,ذاتی
incapacitated,تضعیف شده
weekend,تضعیف شده
disabled,تضعیف شده
incite,تحریک کردن
stimulate,تحریک کردن
instigate,تحریک کردن
provoke,تحریک کردن
excite,تحریک کردن
arouse,تحریک کردن
induce,تحریک کردن
inclination,تمایل
willingness,تمایل
include,شامل بودن
comprise,شامل بودن
involve,شامل بودن
contain,شامل بودن
consist,شامل بودن
encompass,شامل بودن
Inclusion,جاگذاری، شامل کردن
insertion,جاگذاری، شامل کردن
embedment,جاگذاری، شامل کردن
inclusive,جامع و متقاعد کننده
comprehensive,جامع و متقاعد کننده
conclusive,جامع و متقاعد کننده
convincing,جامع و متقاعد کننده
persuasive,جامع و متقاعد کننده
compelling,جامع و متقاعد کننده
income,درآمد
revenue,درآمد
earnings,درآمد
inconclusive,غیرقطعی و نامطمئن
tentative ,غیرقطعی و نامطمئن
incomplete,غیرقطعی و نامطمئن
partial,غیرقطعی و نامطمئن
indefinite,غیرقطعی و نامطمئن
unproved,غیرقطعی و نامطمئن
debatable,غیرقطعی و نامطمئن
unconfirmed,غیرقطعی و نامطمئن
incriminate,متهم و مقصر شناختن
accuse,متهم و مقصر شناختن
indict,متهم و مقصر شناختن
incubation,دوره نهفتگی یا کمون
latent,دوره نهفتگی یا کمون
independet,مستقل و خودرای
self-governing,مستقل و خودرای
self-ruling,مستقل و خودرای
self-determining,مستقل و خودرای
autonomous ,مستقل و خودرای
indicate,اشاره داشتن
refer,اشاره داشتن
suggest ,اشاره داشتن
indicator,شاخص
index,شاخص
significance,شاخص
signa,شاخص
criterion,شاخص
indiffrent to,بی تفاوت نسبت به
apathetic,بی تفاوت نسبت به
uninterested,بی تفاوت نسبت به
unconcerned,بی تفاوت نسبت به
indistinguishable,غیر قابل تشخیص
undetectable,غیر قابل تشخیص
unrecognizable,غیر قابل تشخیص
unidentifiable ,غیر قابل تشخیص
individuals,افراد
people ,افراد
ones,افراد
insert,بی حرکت، سرشده
motionless,بی حرکت، سرشده
immobile,بی حرکت، سرشده
dormant,بی حرکت، سرشده
stationary,بی حرکت، سرشده
inevitable,غیر قابل اجتناب و حتمی
unavoidable,غیر قابل اجتناب و حتمی
assured,غیر قابل اجتناب و حتمی
certain,غیر قابل اجتناب و حتمی
fated,غیر قابل اجتناب و حتمی
destined,غیر قابل اجتناب و حتمی
predetermined,غیر قابل اجتناب و حتمی
unpreventable,غیر قابل اجتناب و حتمی
inexperienced,بی تجربه و تازه کار، ساده لوح
amateur,بی تجربه و تازه کار، ساده لوح
non- professional,بی تجربه و تازه کار، ساده لوح
non- specialist,بی تجربه و تازه کار، ساده لوح
layman,بی تجربه و تازه کار، ساده لوح
infancy,کودکی
childhood,کودکی
infectious,عفونی، چرکی
septic,عفونی، چرکی
suppurative,عفونی، چرکی
inferior,پست، نامرغوب ،درجه دوم
subordinate,پست، نامرغوب ،درجه دوم
junior,پست، نامرغوب ،درجه دوم
minor,پست، نامرغوب ،درجه دوم
infirmity,ضعف و ناکارآمدب
weekness,ضعف و ناکارآمدب
disability,ضعف و ناکارآمدب
impotency,ضعف و ناکارآمدب
inefficiency,ضعف و ناکارآمدب
influence,نفوذ و تاثیر
effect,نفوذ و تاثیر
impact,نفوذ و تاثیر
impression,نفوذ و تاثیر
informing,آموزنده
instructive,آموزنده
infuriating,آزاردهنده
irritating,آزاردهنده
infousion,تزریق
injection,تزریق
Transfusion ,تزریق
ingenious,ماهر و مسلط، خلاق
skilled,ماهر و مسلط، خلاق
skillful,ماهر و مسلط، خلاق
expert,ماهر و مسلط، خلاق
adept,ماهر و مسلط، خلاق
proficient,ماهر و مسلط، خلاق
ingest,خوردن . بلعیدن
consume,خوردن . بلعیدن
swallow,خوردن . بلعیدن
take in,خوردن . بلعیدن
eat,خوردن . بلعیدن
devour,خوردن . بلعیدن
inherent,ذاتی
natural,ذاتی
innate,ذاتی
inintiate,شروع کردن
launch,شروع کردن
commence,شروع کردن
onset,شروع کردن
outbreak,شروع کردن
proceed,شروع کردن
develop,شروع کردن
innovation,نوآوری
novelty,نوآوری
inoculation against,واکسینه کردن یا شدن
immunity,واکسینه کردن یا شدن
inoffensive,بی ضرر
harmless,بی ضرر
nonviolent,بی ضرر
nonaggressive,بی ضرر
inorganic,مصنوعی ، شیمیایی
synthetic,مصنوعی ، شیمیایی
inquire,تحقیق  کردن
investigate,تحقیق  کردن
probe,تحقیق  کردن
research,تحقیق  کردن
examine,تحقیق  کردن
study,تحقیق  کردن
insidiously,موذیانه و خرابکارانه
perniciously,موذیانه و خرابکارانه
teacherously,موذیانه و خرابکارانه
insight,بینش، بصیرت، فراست
point of view,بینش، بصیرت، فراست
idea,بینش، بصیرت، فراست
perception,بینش، بصیرت، فراست
sense,بینش، بصیرت، فراست
vision,بینش، بصیرت، فراست
intuition,بینش، بصیرت، فراست
insomnia,بی خوابی
sleeplessness,بی خوابی
instant,فورا
immediate,فورا
prompt,فورا
instantaneous,فورا
quick,فورا
instruction,آموزش و راهنمایی
education,آموزش و راهنمایی
training,آموزش و راهنمایی
guidance,آموزش و راهنمایی
informing,آموزش و راهنمایی
coaching,آموزش و راهنمایی
directing,آموزش و راهنمایی
mentoring,آموزش و راهنمایی
intellectual,ذهنی
mental,ذهنی
intensely,شدید و سختگیر
severe,شدید و سختگیر
violent,شدید و سختگیر
intensive,شدید و سختگیر
vigorous,شدید و سختگیر
extreme,شدید و سختگیر
radical ,شدید و سختگیر
interact,اثر متقابل داشتن
reciprocate,اثر متقابل داشتن
interaction,اثرات متقابل، تعامل
interplay,اثرات متقابل، تعامل
interference,تداخل، اختلال
disruption,تداخل، اختلال
disturbance,تداخل، اختلال
interruption,تداخل، اختلال
interim,موقتی
temporary,موقتی
temporal,موقتی
impermanent,موقتی
transient,موقتی
intermittent,دوره ای و متناوب، منقطع، ناپیوسته
alternating,دوره ای و متناوب، منقطع، ناپیوسته
periodic,دوره ای و متناوب، منقطع، ناپیوسته
stagnant,دوره ای و متناوب، منقطع، ناپیوسته
discontinues,دوره ای و متناوب، منقطع، ناپیوسته
intrusive,مزاحم، مهاجم، دردسر
uninvited,مزاحم، مهاجم، دردسر
invaild,نامعتبر ،غیرقطعی
unreliable,نامعتبر ،غیرقطعی
untrustworthy,نامعتبر ،غیرقطعی
discredited,نامعتبر ،غیرقطعی
uncertain,نامعتبر ،غیرقطعی
tentative ,نامعتبر ،غیرقطعی
invaluable,بسیار اارزش
very valuable,بسیار اارزش
priceless,بسیار اارزش
precious,بسیار اارزش
invariable,بی تغییر و ثابت
unalterable,بی تغییر و ثابت
constant,بی تغییر و ثابت
stable,بی تغییر و ثابت
permanent,بی تغییر و ثابت
steady,بی تغییر و ثابت
irrelevant to,نامربوط
unrelated,نامربوط
irreparable,غیرقابل بازگشت و اصلاح
irreversible,غیرقابل بازگشت و اصلاح
inadequate,ناکافی
insufficient,ناکافی
sparse,ناکافی
deficient,ناکافی
poor,ناکافی
imitate,تقلید کردن
simulate,تقلید کردن
copy,تقلید کردن
jeopardize,تهدید کردن و به مخاطره انداختن
endanger,تهدید کردن و به مخاطره انداختن
justification,توجیه و استدلال
explanation,توجیه و استدلال
rationalization,توجیه و استدلال
lack of,نبود یا کمبود
absence of,نبود یا کمبود
want of,نبود یا کمبود
loss of,نبود یا کمبود
last,طول کشیدن (به عنوان مثال علائم بیماری)
endure,طول کشیدن (به عنوان مثال علائم بیماری)
persist,طول کشیدن (به عنوان مثال علائم بیماری)
latent,مخفی و نهفته
hidden,مخفی و نهفته
dormant,مخفی و نهفته
concealed,مخفی و نهفته
secretion ,مخفی و نهفته
undercover,مخفی و نهفته
invisible,مخفی و نهفته
lavish,ولخرجی، اسراف کردن، ولخرجی کردن
extravagant,ولخرجی، اسراف کردن، ولخرجی کردن
legality,قانونی بودن، قانون مداری
legitimac,قانونی بودن، قانون مداری
lengthen,طولانی بودن، طول دادن و گسترش دادن
prolong,طولانی بودن، طول دادن و گسترش دادن
extend,طولانی بودن، طول دادن و گسترش دادن
stretch out,طولانی بودن، طول دادن و گسترش دادن
protract,طولانی بودن، طول دادن و گسترش دادن
lenient,ملایم، نرم، باگذشت
easygoing,ملایم، نرم، باگذشت
mild,ملایم، نرم، باگذشت
gentle,ملایم، نرم، باگذشت
moderate,ملایم، نرم، باگذشت
soft,ملایم، نرم، باگذشت
liable to,مسئول، مشمول
answerable,مسئول، مشمول
responsible,مسئول، مشمول
liable for,مستعد، محتمل
susceptible,مستعد، محتمل
likely to,مستعد، محتمل
link,پیوند
connection,پیوند
relationship,پیوند
association,پیوند
joint,پیوند
liquefactive,له کننده
transformation of the tissue into a liqid mass,له کننده
look up,دنبال لغت یا کلمه ای گشتن
search for a word,دنبال لغت یا کلمه ای گشتن
scan,دنبال لغت یا کلمه ای گشتن
loop,حلقه
circle,حلقه
lots of,مقدار یا تعداد بسیار زیاد
a lot of,مقدار یا تعداد بسیار زیاد
lucrative,سودمند
profitable,سودمند
productive,سودمند
lump,توده، غده
gland,توده، غده
tumor,توده، غده
node,توده، غده
knot,توده، غده
mass,توده، غده
maintain,نگه داشتن، حفظ کردن
retain,نگه داشتن، حفظ کردن
preserve,نگه داشتن، حفظ کردن
hold,نگه داشتن، حفظ کردن
sustain,نگه داشتن، حفظ کردن
major,عمده
maintain,عمده
majority,اکثریت
most of,اکثریت
make up for ,جبران کردن
compensate,جبران کردن
malady,بدخیمی، بیماری
malignancy,بدخیمی، بیماری
mandate,قانون، دستور
command,قانون، دستور
order,قانون، دستور
law,قانون، دستور
manifestations,تظاهر و بروز
signs,تظاهر و بروز
demonstrations,تظاهر و بروز
manner,شیوه
approach,شیوه
manufactures,تولیدکنندگان
pruducers,تولیدکنندگان
margin,حاشیه
edge,حاشیه
border,حاشیه
measures,اقدامات
operations,اقدامات
activities,اقدامات
mental,ذهنی، شناختی، فکری، عقلانی
intellectual,ذهنی، شناختی، فکری، عقلانی
rationalization,ذهنی، شناختی، فکری، عقلانی
cognitive,ذهنی، شناختی، فکری، عقلانی
mentoioned,ذکر شده، اشاره شده
stated,ذکر شده، اشاره شده
referred,ذکر شده، اشاره شده
merely,فقط
solely,فقط
simply,فقط
just,فقط
merge,ترکیب شدن،  یکی شدن
integrate,ترکیب شدن،  یکی شدن
combine,ترکیب شدن،  یکی شدن
unify,ترکیب شدن،  یکی شدن
unite,ترکیب شدن،  یکی شدن
mix,ترکیب شدن،  یکی شدن
blend,ترکیب شدن،  یکی شدن
merits,مزایا، نقاط مثبت
advantages,مزایا، نقاط مثبت
benefits,مزایا، نقاط مثبت
privileges,مزایا، نقاط مثبت
metastatic,بدخیم
malicious,بدخیم
malignant,بدخیم
midst,درمیان
middle,درمیان
midpoint,درمیان
mild,معتدل و ملایم
gentle,معتدل و ملایم
moderate,معتدل و ملایم
benign,معتدل و ملایم
minor,کم، کم اهمیت
slight,کم، کم اهمیت
small,کم، کم اهمیت
unimportant,کم، کم اهمیت
negigible,کم، کم اهمیت
trivial,کم، کم اهمیت
minuscule,ریز، بسیار کوچک
tiny,ریز، بسیار کوچک
minute,ریز، بسیار کوچک
microscopic,ریز، بسیار کوچک
very small,ریز، بسیار کوچک
little,ریز، بسیار کوچک
micro,ریز، بسیار کوچک
miniature,ریز، بسیار کوچک
nano,ریز، بسیار کوچک
misconception,درک نادرست
misunderstanding,درک نادرست
mistake,درک نادرست
misinterpretation,درک نادرست
mistakenly,اشتباها، سهوا
inadvertently,اشتباها، سهوا
unintentionally,اشتباها، سهوا
mobilization,همکاری و بسیج
preparation,همکاری و بسیج
arming,همکاری و بسیج
equipping,همکاری و بسیج
modalities,چگونگی و روش
manner,چگونگی و روش
approach,چگونگی و روش
modified,تغییر کردن و تعدیل یافتن
accommodated,تغییر کردن و تعدیل یافتن
changed,تغییر کردن و تعدیل یافتن
moderated,تغییر کردن و تعدیل یافتن
adjusted,تغییر کردن و تعدیل یافتن
adapted ,تغییر کردن و تعدیل یافتن
Mold ,قالب، الگو
format,قالب، الگو
tenmplate,قالب، الگو
matrix,قالب، الگو
shape,قالب، الگو
pattern,قالب، الگو
frame,قالب، الگو
monetary,مالی و پولی
financial,مالی و پولی
money,مالی و پولی
economic,مالی و پولی
budgetary,مالی و پولی
Monitoring ,نظارت و کنترل
supervising ,نظارت و کنترل
checking,نظارت و کنترل
Morbidity ,ابتلا و بیماری
affliction,ابتلا و بیماری
ilIness,ابتلا و بیماری
sickness,ابتلا و بیماری
ailment,ابتلا و بیماری
disorder ,ابتلا و بیماری
infirmity,ابتلا و بیماری
condition,ابتلا و بیماری
complication,ابتلا و بیماری
disease,ابتلا و بیماری
Mortality ,مرگ و میر
fetality,مرگ و میر
casually ,مرگ و میر
mostly,عمدتا
mainly,عمدتا
largely,عمدتا
primarily,عمدتا
chiefly,عمدتا
motionless,بی حرکت
sedentary,بی حرکت
motivate,تشویق و انگیزش
encourage ,تشویق و انگیزش
stimulate,تشویق و انگیزش
motive,انگیزه، محرک
incentive,انگیزه، محرک
impetus,انگیزه، محرک
stimulus,انگیزه، محرک
muddled,مبهم و نامفهوم و گیج کننده
Confusing,مبهم و نامفهوم و گیج کننده
ambiguous,مبهم و نامفهوم و گیج کننده
absurd,مبهم و نامفهوم و گیج کننده
multitude,مقدار/ تعداد زیاد
many,مقدار/ تعداد زیاد
plenty,مقدار/ تعداد زیاد
mystery,راز و سر
secret,راز و سر
naïve,ساده لوح
unsophisticated,ساده لوح
ingenuous,ساده لوح
inexperienced,ساده لوح
namely,بدین معنی که
that is i.e,بدین معنی که
narrowing,محدود و مشخص کردن
limiting,محدود و مشخص کردن
define,محدود و مشخص کردن
notion,مفهوم
concept,مفهوم
sense,مفهوم
meaning,مفهوم
now,امروزه
nowadays,امروزه
today,امروزه
noxious,سمی، خطرناک
poisonous,سمی، خطرناک
venomous,سمی، خطرناک
virulent,سمی، خطرناک
numerous,بیشمار، فراوان
innumerable,بیشمار، فراوان
countless,بیشمار، فراوان
a lot of,بیشمار، فراوان
a great deal of,بیشمار، فراوان
lots of,بیشمار، فراوان
plenty of,بیشمار، فراوان
obesity,چاقی
fatness,چاقی
objective to,مخالفت کردن
disagree with,مخالفت کردن
objection,مخالفت و اعتراض
opposition,مخالفت و اعتراض
objectives,اهداف
goals,اهداف
obligation,التزام و تعهد، مسئولیت
duty,التزام و تعهد، مسئولیت
committment,التزام و تعهد، مسئولیت
responsibility,التزام و تعهد، مسئولیت
oblivious,بی توجه، فراموش کار
inattentive,بی توجه، فراموش کار
inconsiderate,بی توجه، فراموش کار
ignorant of,بی توجه، فراموش کار
indifferent to,بی توجه، فراموش کار
obessed about,غرق در فکری شدن
occupied with,غرق در فکری شدن
engrossed with,غرق در فکری شدن
preoccupied by,غرق در فکری شدن
obstruction,مانع
impedance,مانع
hindrence,مانع
barrier,مانع
obtain,به دست آوردن، کسب کردن
get,به دست آوردن، کسب کردن
acquire,به دست آوردن، کسب کردن
take,به دست آوردن، کسب کردن
catch,به دست آوردن، کسب کردن
grab,به دست آوردن، کسب کردن
capture,به دست آوردن، کسب کردن
occurrence,بروز، رخداد
incidence,بروز، رخداد
outbreak,بروز، رخداد
onset,بروز، رخداد
happening,بروز، رخداد
odor,بو، رایحه
smell,بو، رایحه
scent,بو، رایحه
aroma,بو، رایحه
offend,اهانت کردن، دلخور کردن
assault,اهانت کردن، دلخور کردن
off- putting,دلهره آور، نگران کننده
disturbing,دلهره آور، نگران کننده
on the threshold of,در شرف، در آستانه
on the verge of,در شرف، در آستانه
ongoing,در جریان، در حال انجام
in progress,در جریان، در حال انجام
continuing,در جریان، در حال انجام
progressing,در جریان، در حال انجام
continuous ,در جریان، در حال انجام
opening,سوراخ، روزنه
hole,سوراخ، روزنه
perforation,سوراخ، روزنه
opportunities,فرصت ها
chances,فرصت ها
occasions,فرصت ها
optimal,بهینه
most favorable,بهینه
optimistic,خوش بین، امیدوار
hopeful,خوش بین، امیدوار
confident,خوش بین، امیدوار
positive,خوش بین، امیدوار
full of hope,خوش بین، امیدوار
optimize,بهینه سازی
improve,بهینه سازی
boost,بهینه سازی
promote,بهینه سازی
oriented,هوشیار و متمرکز
conscious,هوشیار و متمرکز
organic,طبیعی، غیر شیمیایی
natural,طبیعی، غیر شیمیایی
orthodox medicine,پزشکی مدرن
western medicine,پزشکی مدرن
Out of question ,جامع، غیر قابل مقاومت، قانع کننده
unquestionable,جامع، غیر قابل مقاومت، قانع کننده
certain,جامع، غیر قابل مقاومت، قانع کننده
outbreak,شیوع، رخداد
occurrence,شیوع، رخداد
outcomes,پیامدها، اثرات و نتایج
consequences,پیامدها، اثرات و نتایج
ramifications,پیامدها، اثرات و نتایج
outdated,منسوخ، تاریخ گذشته، قدیمی
obsolete,منسوخ، تاریخ گذشته، قدیمی
old-fashioned,منسوخ، تاریخ گذشته، قدیمی
out of date,منسوخ، تاریخ گذشته، قدیمی
outmoded,منسوخ، تاریخ گذشته، قدیمی
outgoing,برون گرا و گرم و اجتماعی
extroverted,برون گرا و گرم و اجتماعی
sociable,برون گرا و گرم و اجتماعی
friendly,برون گرا و گرم و اجتماعی
outlook,چشم انداز، دورنما، منظره
perspective,چشم انداز، دورنما، منظره
prospect,چشم انداز، دورنما، منظره
outrageous,تهاجمی
aggressive,تهاجمی
brutal,تهاجمی
outward,به طرف خارج، بیرونی
external,به طرف خارج، بیرونی
superficial,به طرف خارج، بیرونی
exterior,به طرف خارج، بیرونی
overcome,مغلوب ساختن، غلبه یافتن
dominate,مغلوب ساختن، غلبه یافتن
prevail,مغلوب ساختن، غلبه یافتن
defeat,مغلوب ساختن، غلبه یافتن
conquer,مغلوب ساختن، غلبه یافتن
triumph,مغلوب ساختن، غلبه یافتن
over- developed,فوق پیشرفته
high- teach,فوق پیشرفته
overhear,استراق سمع کردن
eavesdrop,استراق سمع کردن
overlook,غفلت کردن
disregard,غفلت کردن
neglect,غفلت کردن
ignore,غفلت کردن
pay no attention,غفلت کردن
overrun,تجاوز کردن
exceed,تجاوز کردن
go beyond,تجاوز کردن
overweight,اضافه وزن
fatness,اضافه وزن
Ordinary ,طبیعی
common,طبیعی
Commonplace,طبیعی
typical,طبیعی
Painstaking ,رنج آور
overwhelming,رنج آور
palatable ,مطبوع به ذائقه، خوش طعم
tasty,مطبوع به ذائقه، خوش طعم
delicious,مطبوع به ذائقه، خوش طعم
delicate,مطبوع به ذائقه، خوش طعم
palpation,لمس
touch,لمس
palpitation ,تپش، لرز
beat,تپش، لرز
pulse ,تپش، لرز
pendemic,همه گیری، گسترش جهانی
widespread,همه گیری، گسترش جهانی
prevalent,همه گیری، گسترش جهانی
panic,ترس
fear,ترس
particulary,به طور خاص
exclusively,به طور خاص
peculiar,غیرمعمول
unusual,غیرمعمول
penetrability,نفوذپذیری
permeability,نفوذپذیری
perception,درک، احساس
understanding,درک، احساس
perforation,حفره، سوراخ
opening,حفره، سوراخ
hole,حفره، سوراخ
peripheral,فرعی، دوردست
distant,فرعی، دوردست
periphery,محیط، حدود
environment,محیط، حدود
surroundings,محیط، حدود
setting,محیط، حدود
circumference ,محیط، حدود
permanetly,به طور دائمی
eternally,به طور دائمی
permeable,نفوذپذیر
penetrable,نفوذپذیر
permissible,مجاز
allowed,مجاز
advised,مجاز
perpetuate,دائمی کردن، جاودانی ساختن
immortalize,دائمی کردن، جاودانی ساختن
eternalize,دائمی کردن، جاودانی ساختن
perspire,تعریق، عرق کردن
sweat,تعریق، عرق کردن
persuade,متقاعد کردن
convince,متقاعد کردن
persuasive,متقاعد کننده
convincing,متقاعد کننده
pertinet to,مرتبط با
associated with,مرتبط با
related to,مرتبط با
phase,مرحله، دوره
periodi,مرحله، دوره
stage,مرحله، دوره
pioneer,پشرو، اصلی
leading,پشرو، اصلی
plausible,باورکردنی، پذیرفتنی
acceptable,باورکردنی، پذیرفتنی
believable,باورکردنی، پذیرفتنی
plenty of,بیشمار، فراوان
numerous,بیشمار، فراوان
possibility ,احتمال
Probability,احتمال
ikelihood,احتمال
Potentials ,توانایی ها و ظرفیت ها
capacities,توانایی ها و ظرفیت ها
Potentiate ,تقویت کردن
reinforce,تقویت کردن
empower ,تقویت کردن
strengthen,تقویت کردن
precedent,قبلی
preceding,قبلی
the former,قبلی
precipitate,تسریع کردن
catalyze,تسریع کردن
speed up,تسریع کردن
accelerate ,تسریع کردن
preconception,پیش فرض
presupposition,پیش فرض
Precursor ,پیش آگهی، نشانگر
prognosis,پیش آگهی، نشانگر
indicator ,پیش آگهی، نشانگر
preferences,ترجیحات
priorities,ترجیحات
preliminary,مقدماتی، اولیه
inintial,مقدماتی، اولیه
introductory,مقدماتی، اولیه
presence,وجود، حضور
existence,وجود، حضور
presume,فرض کردن
assume,فرض کردن
Suppose,فرض کردن
imagine,فرض کردن
privileges,نقاط مثبت، مزایا
merits,نقاط مثبت، مزایا
proceed,رهسپار شدن، شروع کردن
launch,رهسپار شدن، شروع کردن
initiate,رهسپار شدن، شروع کردن
set out to,رهسپار شدن، شروع کردن
profound,اساسی، عمیق ،ژرف
deep,اساسی، عمیق ،ژرف
substantial,اساسی، عمیق ،ژرف
profoundly,به طور اساسی، عمیقا
deeply,به طور اساسی، عمیقا
prominent,برجسته، قابل توجه
considerable,برجسته، قابل توجه
outstanding,برجسته، قابل توجه
eminent,برجسته، قابل توجه
dramatic,برجسته، قابل توجه
promptly,آنی
spontaneously,آنی
prone to,مستعد
predisposed to,مستعد
liable to,مستعد
prophylaxis,طب پیشگیری
preventive treatment,طب پیشگیری
prevention,طب پیشگیری
protection,طب پیشگیری
proponent,طرفدار و تایید کننده
advocate,طرفدار و تایید کننده
supporter,طرفدار و تایید کننده
adherent,طرفدار و تایید کننده
proportion,بخش، قسمت
oart,بخش، قسمت
share,بخش، قسمت
prosperous,خوشبخت
lucky,خوشبخت
happy,خوشبخت
fortunately,خوشبخت
protract,طولانی کردن، طول دادن و گسترش دادن
lengthen,طولانی کردن، طول دادن و گسترش دادن
prolong,طولانی کردن، طول دادن و گسترش دادن
provision,تهیه، تدارک
preparation,تهیه، تدارک
providers,متخصصین، کارشناسان
experts ,متخصصین، کارشناسان
specialists,متخصصین، کارشناسان
professionals,متخصصین، کارشناسان
proximity,مجاورت، نزدیکی
closeness,مجاورت، نزدیکی
nearness,مجاورت، نزدیکی
juxtaposition,مجاورت، نزدیکی
vicinity,مجاورت، نزدیکی
pulverizing,پودر کردن
powdering,پودر کردن
purchase,خریداری کردن
buy,خریداری کردن
quackery,شیادی
deception ,شیادی
qualified,واجد شرایط
eligible,واجد شرایط
quarantined,قرنطینه شده
isolated,قرنطینه شده
racial,نژادی
ethnic,نژادی
radical ,شدید و سختگیر، دارای دیدگاه تندرو
dogmatic,شدید و سختگیر، دارای دیدگاه تندرو
rarely,به ندرت
seldom,به ندرت
scarcely,به ندرت
hardly,به ندرت
readiness,آمادگی
preparation,آمادگی
realigning,به موازات و لب به لب قرار گرفتن
overlapping,به موازات و لب به لب قرار گرفتن
reappear,دوباره رخ دادن، عود
recurring,دوباره رخ دادن، عود
reason,دلیل
cause,دلیل
reasoning,استدلال کردن، توجیه آوردن، توضیح دادن
argumentation,استدلال کردن، توجیه آوردن، توضیح دادن
recall,به یاد آوردن، فراخواندن
remind,به یاد آوردن، فراخواندن
summon,به یاد آوردن، فراخواندن
receipt,رسید، اعلام وصول
bill,رسید، اعلام وصول
recently,اخیرا
currently,اخیرا
recession,فروکش بیماری، پسرفت
regression,فروکش بیماری، پسرفت
reciommend,پیشنهاد
suggest ,پیشنهاد
reconciling,آشتی، سازش کردن
compromising,آشتی، سازش کردن
records,سوابق، تاریخچه
history,سوابق، تاریخچه
recoverable,قابل درمان، قابل احیا
retrievable,قابل درمان، قابل احیا
recruit,استخدام کردن
hire,استخدام کردن
employ,استخدام کردن
recuperate,بهبودی یافتن
recoverable,بهبودی یافتن
convalesce,بهبودی یافتن
mend,بهبودی یافتن
remission,بهبودی یافتن
redemption,رهایی، آزادی، بازخرید کردن و ادامه ندادن
buying one`s freedom,رهایی، آزادی، بازخرید کردن و ادامه ندادن
redundancy,اضافی، زائد
extravagant,اضافی، زائد
superfluous,اضافی، زائد
refer to,اشاره داشتن به
point to,اشاره داشتن به
refute,رد کردن
rule out,رد کردن
reject,رد کردن
refuse,رد کردن
regarding,در رابطه با
with regard to,در رابطه با
as for,در رابطه با
regardless,بدون توجه
irrespective,بدون توجه
region,ناحیه
district,ناحیه
territory,ناحیه
area,ناحیه
section,ناحیه
sector,ناحیه
regulate,کنترل کردن، تنظیم کردن
manipulate,کنترل کردن، تنظیم کردن
control,کنترل کردن، تنظیم کردن
adjust,کنترل کردن، تنظیم کردن
manage,کنترل کردن، تنظیم کردن
rehabilitation,بازتوانی
restoration,بازتوانی
recovery,بازتوانی
rehearsal,تمرین و تکرار
drill,تمرین و تکرار
review,تمرین و تکرار
reimburse,بازپرداخت
compensate,بازپرداخت
repay,بازپرداخت
relapse,عود کردن
recur,عود کردن
relatively,به طور نسبی
approximately,به طور نسبی
reliable,قابل اعتماد و معتبر
valid,قابل اعتماد و معتبر
dependable,قابل اعتماد و معتبر
credible,قابل اعتماد و معتبر
relieving,آرام بخش، مسکن
alleviating,آرام بخش، مسکن
palliative,آرام بخش، مسکن
remission,تسکین و بهبودی
regression,تسکین و بهبودی
